shared-library,"/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libvMisc.dylib",0x7fff8c04abe0,0x7fff8c0e6a6e
shared-library,"/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libLAPACK.dylib",0x7fff8e3a69ac,0x7fff8e7ad0fe
shared-library,"/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib",0x7fff9456e110,0x7fff946f8a34
shared-library,"/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libLinearAlgebra.dylib",0x7fff96432b74,0x7fff96446d0c
shared-library,"/System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/Resources/libFontParser.dylib",0x7fff887f36b0,0x7fff88853bd8
shared-library,"/System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/Resources/libFontRegistry.dylib",0x7fff8cde6530,0x7fff8ce19c4c
shared-library,"/System/Library/PrivateFrameworks/AppleVPA.framework/Versions/A/AppleVPA",0x7fff90f86a70,0x7fff90f9c2d3
shared-library,"/System/Library/PrivateFrameworks/AppleJPEG.framework/Versions/A/AppleJPEG",0x7fff8c316000,0x7fff8c396d84
shared-library,"/System/Library/Frameworks/ImageIO.framework/Versions/A/Resources/libJPEG.dylib",0x7fff8923d3e0,0x7fff8925c0ad
shared-library,"/System/Library/Frameworks/ImageIO.framework/Versions/A/Resources/libTIFF.dylib",0x7fff92181454,0x7fff921ba1cd
shared-library,"/System/Library/Frameworks/ImageIO.framework/Versions/A/Resources/libPng.dylib",0x7fff8859e3e8,0x7fff885be17b
shared-library,"/System/Library/Frameworks/ImageIO.framework/Versions/A/Resources/libGIF.dylib",0x7fff918b4068,0x7fff918b7a37
shared-library,"/System/Library/Frameworks/ImageIO.framework/Versions/A/Resources/libJP2.dylib",0x7fff926d1510,0x7fff92782de7
shared-library,"/System/Library/Frameworks/ImageIO.framework/Versions/A/Resources/libRadiance.dylib",0x7fff913c078d,0x7fff913c2bc0
shared-library,"/System/Library/Frameworks/OpenGL.framework/Versions/A/OpenGL",0x7fff927eecf0,0x7fff927faff7
shared-library,"/System/Library/Frameworks/CoreVideo.framework/Versions/A/CoreVideo",0x7fff94540534,0x7fff9455f1e0
shared-library,"/System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/libGLU.dylib",0x7fff91f9a49c,0x7fff91fd53dc
shared-library,"/System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/libGFXShared.dylib",0x7fff92e3f1e4,0x7fff92e467e0
shared-library,"/System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/libGL.dylib",0x7fff8cad4cb8,0x7fff8cadff1c
shared-library,"/System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/libGLImage.dylib",0x7fff964f21e0,0x7fff96530310
shared-library,"/System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/libCVMSPluginSupport.dylib",0x7fff94af62a4,0x7fff94af7cb8
shared-library,"/System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/libCoreVMClient.dylib",0x7fff8b6a0690,0x7fff8b6a2ef6
shared-library,"/usr/lib/libcups.2.dylib",0x7fff8f17cb14,0x7fff8f1b9fbf
shared-library,"/System/Library/Frameworks/Kerberos.framework/Versions/A/Kerberos",0x7fff875d28e6,0x7fff875e51ce
shared-library,"/System/Library/Frameworks/GSS.framework/Versions/A/GSS",0x7fff946fd1f0,0x7fff94726d38
shared-library,"/usr/lib/libresolv.9.dylib",0x7fff94490730,0x7fff944ab52c
shared-library,"/System/Library/PrivateFrameworks/Heimdal.framework/Versions/A/Heimdal",0x7fff88bc1310,0x7fff88c1e474
shared-library,"/usr/lib/libheimdal-asn1.dylib",0x7fff86eb837c,0x7fff86ebcada
shared-library,"/System/Library/Frameworks/OpenDirectory.framework/Versions/A/OpenDirectory",0x7fff874ab4b0,0x7fff874b3035
shared-library,"/System/Library/PrivateFrameworks/CommonAuth.framework/Versions/A/CommonAuth",0x7fff905f4b18,0x7fff905fce9d
shared-library,"/System/Library/Frameworks/SecurityFoundation.framework/Versions/A/SecurityFoundation",0x7fff8c59a8e0,0x7fff8c5d0cfd
shared-library,"/System/Library/Frameworks/CoreAudio.framework/Versions/A/CoreAudio",0x7fff96591060,0x7fff965d709a
shared-library,"/System/Library/Frameworks/AudioToolbox.framework/Versions/A/AudioToolbox",0x7fff8ba94950,0x7fff8bbce314
shared-library,"/System/Library/PrivateFrameworks/CoreUI.framework/Versions/A/CoreUI",0x7fff935f0770,0x7fff936d6e80
shared-library,"/System/Library/Frameworks/QuartzCore.framework/Versions/A/QuartzCore",0x7fff88c30d90,0x7fff88dad07a
shared-library,"/System/Library/PrivateFrameworks/DesktopServicesPriv.framework/Versions/A/DesktopServicesPriv",0x7fff92e4a120,0x7fff92f22686
shared-library,"/System/Library/PrivateFrameworks/MultitouchSupport.framework/Versions/A/MultitouchSupport",0x7fff9213b520,0x7fff9214bf71
shared-library,"/System/Library/PrivateFrameworks/GenerationalStorage.framework/Versions/A/GenerationalStorage",0x7fff8f2a70b0,0x7fff8f2bd140
shared-library,"/System/Library/Frameworks/QuartzCore.framework/Versions/A/Frameworks/CoreImage.framework/Versions/A/CoreImage",0x7fff9556aa60,0x7fff9571f364
shared-library,"/System/Library/PrivateFrameworks/CrashReporterSupport.framework/Versions/A/CrashReporterSupport",0x7fff888e7d80,0x7fff888ef5a9
shared-library,"/System/Library/Frameworks/OpenCL.framework/Versions/A/OpenCL",0x7fff887a2ef0,0x7fff887e11b3
